"time","address","q_args","isp","country","rdns","user_agent","path"
"2022-04-14 08:40:06","37.252.95.165",,"Ucom CJSC","Armenia","host-165.95.252.37.ucom.am","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.4 Safari/605.1.15","/"
"2022-04-14 07:51:52","54.36.148.65",,"OVH SAS","France","ip-54-36-148-65.a.ahrefs.com","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-14 04:39:43","54.159.168.190",,"AMAZON-AES","United States","ec2-54-159-168-190.compute-1.amazonaws.com","Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:16.0.1) Gecko/20121011 Firefox/21.0.1","/"
"2022-04-14 03:52:33","220.181.108.93",,"IDC, China Telecommunications Corporation","China","baiduspider-220-181-108-93.crawl.baidu.com","Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)","/"
"2022-04-14 03:42:40","220.181.108.165",,"IDC, China Telecommunications Corporation","China","baiduspider-220-181-108-165.crawl.baidu.com","Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)","/"
"2022-04-14 03:37:25","18.118.207.234",,"AMAZON-02","United States","ec2-18-118-207-234.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","/"
"2022-04-14 03:37:22","18.118.207.234",,"AMAZON-02","United States","ec2-18-118-207-234.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","/"
"2022-04-14 03:37:22","18.118.207.234",,"AMAZON-02","United States","ec2-18-118-207-234.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","/"
"2022-04-14 03:37:21","18.118.207.234",,"AMAZON-02","United States","ec2-18-118-207-234.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","/"
"2022-04-14 03:37:21","18.118.207.234",,"AMAZON-02","United States","ec2-18-118-207-234.us-east-2.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","/"
"2022-04-14 03:07:15","116.179.32.195",,"CHINA UNICOM China169 Backbone","China","baiduspider-116-179-32-195.crawl.baidu.com","Mozilla/5.0 (Linux;u;Android 4.2.2;zh-cn;) AppleWebKit/534.46 (KHTML,like Gecko) Version/5.1 Mobile Safari/10600.6.3 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)","/"
"2022-04-13 10:29:17","162.55.85.220",,"Hetzner Online GmbH","Germany","ninja-crawler104.webmeup.com","Mozilla/5.0 (compatible; BLEXBot/1.0; +http://webmeup-crawler.com/)","/"
"2022-04-13 07:11:49","5.255.231.245","trk=public_post_share-update_update-text","YANDEX LLC","Russia","5-255-231-245.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","/"
"2022-04-12 21:39:27","20.101.106.180",,"MICROSOFT-CORP-MSN-AS-BLOCK","Netherlands","20.101.106.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36","/"
"2022-04-12 21:39:27","20.101.106.180",,"MICROSOFT-CORP-MSN-AS-BLOCK","Netherlands","20.101.106.180","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36","/"
"2022-04-12 18:33:41","216.145.14.142",,"LUNAVI-WA","United States","ipv4-216-145-14-142.greenhousedata.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:59.0) Gecko/20100101 Firefox/59.0","/"
"2022-04-12 17:23:58","5.45.207.137",,"YANDEX LLC","Russia","5-45-207-137.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","/"
"2022-04-12 17:23:27","5.255.253.125",,"YANDEX LLC","Russia","5-255-253-125.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","/"
"2022-04-12 16:14:35","59.175.144.15",,"Chinanet","China","59.175.144.15","GRequests/0.10","/"
"2022-04-12 09:54:36","52.35.56.71",,"AMAZON-02","United States","ec2-52-35-56-71.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36","/"
"2022-04-12 06:15:03","42.83.147.34",,"China Internet Network Infomation Center","China","42.83.147.34","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)Chrome/74.0.3729.169 Safari/537.36","/"
"2022-04-12 04:22:06","31.7.162.99","fbclid=IwAR25kHEnPgT2rW9T3FbJ-u8DhVhxvRikoVbl5JCYZNbCZh8YtXrdz5jj1tQ","MTS Armenia CJSC","Armenia","host-31-7-162-99.customers.mts.am","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/19E258 [FBAN/FBIOS;FBDV/iPhone14,5;FBMD/iPhone;FBSN/iOS;FBSV/15.4.1;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]","/"
"2022-04-12 04:22:04","69.171.249.19",,"FACEBOOK","United States","fwdproxy-ldc-019.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","/"
"2022-04-12 04:22:04","69.171.249.5",,"FACEBOOK","United States","fwdproxy-ldc-005.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","/"
"2022-04-12 03:15:03","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36","/"
"2022-04-08 08:29:02","51.222.253.16",,"OVH SAS","Canada","ip16.ip-51-222-253.net","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-07 22:48:53","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36","/"
"2022-04-07 08:17:34","114.119.151.209",,"HUAWEI CLOUDS","Singapore","petalbot-114-119-151-209.petalsearch.com","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)","/msxcn"
"2022-04-07 05:07:22","113.247.21.247",,"Chinanet","China","113.247.21.247","Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 SP-engine/2.45.0 main%2F1.0 baiduboxapp/13.7.0.10 (Baidu; P2 14.4.2) NABar/1.0 themeUA=Theme/default","/"
"2022-04-06 23:33:00","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36","/"
"2022-04-06 22:32:15","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-06 22:30:37","137.226.113.44",,"RWTH Aachen University","Germany","researchscan36.comsys.rwth-aachen.de","Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0","/"
"2022-04-06 22:30:34","137.226.113.44",,"RWTH Aachen University","Germany","researchscan36.comsys.rwth-aachen.de","Mozilla/5.0 (X11; Linux x86_64; rv:84.0) Gecko/20100101 Firefox/84.0","/"
"2022-04-06 21:14:45","5.253.204.120","src=portfolio","M247 Ltd","Luxembourg","5.253.204.120","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36","/msxcn"
"2022-04-06 21:14:40","149.154.161.7","src=portfolio","Telegram Messenger Inc","United Kingdom","149.154.161.7","TelegramBot (like TwitterBot)","/msxcn"
"2022-04-06 21:14:31","5.253.204.120",,"M247 Ltd","Luxembourg","5.253.204.120","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/57.0.2987.133 Safari/537.36","/"
"2022-04-06 19:37:48","51.222.253.8",,"OVH SAS","Canada","ip8.ip-51-222-253.net","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-06 06:10:47","78.24.220.1",,"JSC IOT","Russia","vds3.domengood.ru","Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.1.9) Gecko/20100315 Firefox/3.5.9 ( .NET CLR 3.5.30729; .NET4.0E)","/"
"2022-04-06 06:10:46","78.24.220.1",,"JSC IOT","Russia","vds3.domengood.ru","Mozilla/5.0 (iPad; U; CPU OS 4_3_2 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8H7 Safari/6533.18.5","/"
"2022-04-06 05:12:14","95.140.192.222",,"MTS Armenia CJSC","Armenia","host-95-140-192-222.customers.mts.am","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.75 Safari/537.36","/msxcn"
"2022-04-06 04:13:41","104.28.130.8",,"CLOUDFLARENET","Armenia","104.28.130.8","Mozilla/5.0 (iPhone; CPU iPhone OS 15_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Mobile/15E148 Safari/604.1","/"
"2022-04-06 01:49:39","173.252.107.14",,"FACEBOOK","United States","fwdproxy-rva-014.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","/"
"2022-04-05 23:46:46","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-05 23:12:12","168.138.1.244",,"ORACLE-BMC-31898","Australia","168.138.1.244","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36","/"
"2022-04-05 23:12:11","168.138.1.244",,"ORACLE-BMC-31898","Australia","168.138.1.244","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36","/"
"2022-04-05 15:26:46","159.203.162.224",,"DIGITALOCEAN-ASN","United States","jobqueue-listener.jobqueue.netcraft.com-u571894a8b50a11ec929f7d17838d6ab1u-digitalocean","Mozilla/5.0 (compatible; NetcraftSurveyAgent/1.0; +info@netcraft.com)","/"
"2022-04-05 15:10:57","154.13.1.177",,"COGENT-174","Germany","154.13.1.177","Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4430.85 Safari/537.36 Edg/90.0.818.46","/"
"2022-04-05 12:22:09","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-05 08:35:39","51.222.253.15",,"OVH SAS","Canada","ip15.ip-51-222-253.net","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-05 04:31:13","34.252.156.50",,"AMAZON-02","Ireland","ec2-34-252-156-50.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","/"
"2022-04-04 23:04:05","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-04 22:54:57","54.73.109.214",,"AMAZON-02","Ireland","ec2-54-73-109-214.eu-west-1.compute.amazonaws.com","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.159 Safari/537.36 Edg/92.0.902.84","/"
"2022-04-04 18:50:46","94.247.172.129",,"GleSYS AB","Sweden","94-247-172-129-static.serverhotell.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2)","/"
"2022-04-04 15:08:13","91.209.39.163",,"Christian Ebsen ApS","Denmark","91.209.39.163","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36","/"
"2022-04-04 09:53:32","78.109.74.155",,"GNC-Alfa CJSC","Armenia","78.109.74.155","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36","/"
"2022-04-04 08:44:32","78.109.74.155",,"GNC-Alfa CJSC","Armenia","78.109.74.155","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36","/"
"2022-04-04 08:44:28","78.109.74.155",,"GNC-Alfa CJSC","Armenia","78.109.74.155","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36","/"
"2022-04-04 07:35:12","212.115.42.247",,"Radore Veri Merkezi Hizmetleri A.S.","Turkey","server-212.115.42.247.as42926.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36","/"
"2022-04-04 06:03:27","178.252.92.57",,"Nord-West Link NP","Russia","92-57.nwlink.spb.ru","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:39.0) Gecko/20100101 Firefox/39.0","/"
"2022-04-04 04:16:09","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-03 23:37:07","52.170.232.210",,"MICROSOFT-CORP-MSN-AS-BLOCK","United States","52.170.232.210","python-requests/2.27.1","/"
"2022-04-03 23:13:34","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-03 22:55:22","87.250.224.193",,"YANDEX LLC","Russia","87-250-224-193.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","/"
"2022-04-03 22:55:21","95.108.213.33",,"YANDEX LLC","Russia","95-108-213-33.spider.yandex.com","Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)","/"
"2022-04-03 21:15:49","207.180.245.134",,"Contabo GmbH","Germany","mad25.tiss.xyz","Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)","/"
"2022-04-03 21:15:17","207.180.245.134",,"Contabo GmbH","Germany","mad25.tiss.xyz","Mozilla/5.0 (compatible; MJ12bot/v1.4.8; http://mj12bot.com/)","/"
"2022-04-03 19:51:18","114.119.151.209",,"HUAWEI CLOUDS","Singapore","petalbot-114-119-151-209.petalsearch.com","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)","/"
"2022-04-03 18:44:17","42.83.147.34",,"China Internet Network Infomation Center","China","42.83.147.34","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko)Chrome/74.0.3729.169 Safari/537.36","/"
"2022-04-03 15:53:49","162.221.197.226",,"ZEN-ECN","United States","162.221.197.226","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36","/"
"2022-04-03 14:51:01","51.222.253.18",,"OVH SAS","Canada","ip18.ip-51-222-253.net","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-03 14:21:57","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-03 13:58:16","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-03 11:51:43","52.170.232.210",,"MICROSOFT-CORP-MSN-AS-BLOCK","United States","52.170.232.210","python-requests/2.27.1","/"
"2022-04-03 11:20:20","212.115.42.245",,"Radore Veri Merkezi Hizmetleri A.S.","Turkey","server-212.115.42.245.as42926.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36","/"
"2022-04-03 07:47:11","78.109.74.49",,"GNC-Alfa CJSC","Armenia","78.109.74.49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36","/"
"2022-04-03 07:47:06","78.109.74.49",,"GNC-Alfa CJSC","Armenia","78.109.74.49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.60 Safari/537.36","/"
"2022-04-03 02:04:50","72.13.62.26",,"VERISIGN-ILG1","United States","72.13.62.26","Mozilla/5.0 (compatible; ips-agent)","/"
"2022-04-02 20:34:35","66.249.64.121",,"GOOGLE","United States","crawl-66-249-64-121.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","/"
"2022-04-02 15:47:00","207.46.13.58",,"MICROSOFT-CORP-MSN-AS-BLOCK","United States","msnbot-207-46-13-58.search.msn.com","Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)","/"
"2022-04-02 15:09:32","192.71.44.44",,"GleSYS AB","Sweden","192.71.44.44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Safari/537.36","/"
"2022-04-02 13:38:28","62.89.23.54",,"GNC-Alfa CJSC","Armenia","62.89.23.54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.83 Safari/537.36","/"
"2022-04-02 13:28:43","62.89.23.54",,"GNC-Alfa CJSC","Armenia","62.89.23.54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.83 Safari/537.36","/"
"2022-04-02 13:25:06","62.89.23.54",,"GNC-Alfa CJSC","Armenia","62.89.23.54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.83 Safari/537.36","/"
"2022-04-02 13:25:02","62.89.23.54",,"GNC-Alfa CJSC","Armenia","62.89.23.54","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.83 Safari/537.36","/"
"2022-04-02 05:06:33","54.36.148.136",,"OVH SAS","France","ip-54-36-148-136.a.ahrefs.com","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-02 04:34:13","45.224.105.93",,"FIBERMAX S.A.","Argentina","45.224.105.93","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/85.0.4183.121 Safari/537.36","/"
"2022-04-02 01:52:09","52.170.232.210",,"MICROSOFT-CORP-MSN-AS-BLOCK","United States","52.170.232.210","python-requests/2.27.1","/"
"2022-04-02 01:12:17","173.252.79.2",,"FACEBOOK","United States","fwdproxy-vll-002.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","/"
"2022-04-01 21:06:04","59.175.144.15",,"Chinanet","China","59.175.144.15","GRequests/0.10","/"
"2022-04-01 20:07:58","66.249.69.154",,"GOOGLE","United States","crawl-66-249-69-154.googlebot.com","Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","/"
"2022-04-01 19:46:11","66.249.69.155",,"GOOGLE","United States","crawl-66-249-69-155.googlebot.com","Mozilla/5.0 (Linux; Android 6.0.1; Nexus 5X Build/MMB29P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Mobile Safari/537.36 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)","/"
"2022-04-01 17:21:40","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 15:10:02","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 14:16:15","37.252.93.125",,"Ucom CJSC","Armenia","host-125.93.252.37.ucom.am","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 14:16:13","37.252.93.125",,"Ucom CJSC","Armenia","host-125.93.252.37.ucom.am","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 13:41:08","54.36.148.109",,"OVH SAS","France","ip-54-36-148-109.a.ahrefs.com","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-04-01 11:36:06","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 10:38:28","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 09:27:29","31.13.103.11",,"FACEBOOK","Ireland","fwdproxy-odn-011.fbsv.net","facebookexternalhit/1.1 (+http://www.facebook.com/externalhit_uatext.php)","/"
"2022-04-01 09:10:23","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-04-01 06:37:08","84.17.52.48",,"Datacamp Limited","Switzerland","unn-84-17-52-48.cdn77.com","Mozilla/5.0 (Windows NT 6.3; ) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36","/"
"2022-04-01 04:06:38","138.246.253.15",,"Leibniz-Rechenzentrum","Germany","planetlab15.gino-research.net.in.tum.de","quic-go-HTTP/3","/"
"2022-03-31 23:47:26","3.69.1.139",,"AMAZON-02","Germany","ec2-3-69-1-139.eu-central-1.compute.amazonaws.com","colly - https://github.com/gocolly/colly","/"
"2022-03-31 23:47:25","3.69.1.139",,"AMAZON-02","Germany","ec2-3-69-1-139.eu-central-1.compute.amazonaws.com","colly - https://github.com/gocolly/colly","/"
"2022-03-31 23:34:21","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-03-31 22:56:25","212.115.42.244",,"Radore Veri Merkezi Hizmetleri A.S.","Bulgaria","server-212.115.42.244.as42926.net","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.84 Safari/537.36","/"
"2022-03-31 22:28:48","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-03-31 21:33:07","54.36.148.218",,"OVH SAS","France","ip-54-36-148-218.a.ahrefs.com","Mozilla/5.0 (compatible; AhrefsBot/7.0; +http://ahrefs.com/robot/)","/"
"2022-03-31 11:30:49","114.119.151.209",,"HUAWEI CLOUDS","Singapore","petalbot-114-119-151-209.petalsearch.com","Mozilla/5.0 (Linux; Android 7.0;) AppleWebKit/537.36 (KHTML, like Gecko) Mobile Safari/537.36 (compatible; PetalBot;+https://webmaster.petalsearch.com/site/petalbot)","/msxcn"
"2022-03-31 09:27:42","35.167.17.233",,"AMAZON-02","United States","ec2-35-167-17-233.us-west-2.compute.amazonaws.com","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36","/"
"2022-03-30 22:05:12","212.42.203.156",,"GNC-Alfa CJSC","Armenia","212.42.203.156","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36","/"
"2022-03-30 21:34:03","134.96.235.1",,"Verein zur Foerderung eines Deutschen Forschungsnetzes e.V.","Germany","ddd-dmz.cs.uni-saarland.de","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.82 Safari/537.36","/"
"2022-03-30 20:46:40","192.99.18.136","locale=fil","OVH SAS","Canada","ns5004707.ip-192-99-18.net","Mozilla/5.0 (iPhone; CPU iPhone OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.93 Mobile/15E148 Safari/605.1","/"
